clip_name,narration_text,video_uid
63b9e64a-60ae-4d86-81fa-2253776cc8e9_76_85,#C C adjusts the position of the bag,63b9e64a-60ae-4d86-81fa-2253776cc8e9
63b9e64a-60ae-4d86-81fa-2253776cc8e9_30_39,#C C adjusts the position of the bag,63b9e64a-60ae-4d86-81fa-2253776cc8e9
63b9e64a-60ae-4d86-81fa-2253776cc8e9_699_708,#C C adjusts the bag properly,63b9e64a-60ae-4d86-81fa-2253776cc8e9
b0f8ab26-96ea-4c96-8371-922fe32a9115_431_440,#C C carries the bicycle tyre from the worktable with his left hand.,b0f8ab26-96ea-4c96-8371-922fe32a9115
b0f8ab26-96ea-4c96-8371-922fe32a9115_534_543,#C C drops the bicycle tyre inflator on the worktable with his right hand.,b0f8ab26-96ea-4c96-8371-922fe32a9115
b0f8ab26-96ea-4c96-8371-922fe32a9115_296_305,#C C removes the rim in the bicycle tyre with his right hand.,b0f8ab26-96ea-4c96-8371-922fe32a9115
b0f8ab26-96ea-4c96-8371-922fe32a9115_411_420,#C C adjusts the bicycle rim with his left hand.,b0f8ab26-96ea-4c96-8371-922fe32a9115
58b068dd-758f-43c7-8cd5-d17cc1aafb5a_131_140,#C C tightens the nut in the plug terminal with the screwdriver,58b068dd-758f-43c7-8cd5-d17cc1aafb5a
58b068dd-758f-43c7-8cd5-d17cc1aafb5a_47_56,#C C picks up his eyeglasses from the table with his left hand,58b068dd-758f-43c7-8cd5-d17cc1aafb5a
58b068dd-758f-43c7-8cd5-d17cc1aafb5a_258_267,#C C tightens the plug base with the screwdriver,58b068dd-758f-43c7-8cd5-d17cc1aafb5a
58b068dd-758f-43c7-8cd5-d17cc1aafb5a_0_6,#C C picks up a screwdriver from a table with his right hand,58b068dd-758f-43c7-8cd5-d17cc1aafb5a
0a90656a-eac8-49fa-a253-78f5626c8d5c_274_283,#C C picks a weighing scale,0a90656a-eac8-49fa-a253-78f5626c8d5c
0a90656a-eac8-49fa-a253-78f5626c8d5c_226_235,#C C picks the cooking pot holder from the table,0a90656a-eac8-49fa-a253-78f5626c8d5c
f12a83a9-77ee-495c-9f11-2d41137a0b1a_1572_1581,#C C turns the paper,f12a83a9-77ee-495c-9f11-2d41137a0b1a
f12a83a9-77ee-495c-9f11-2d41137a0b1a_1682_1691,#C C changes the paper,f12a83a9-77ee-495c-9f11-2d41137a0b1a
f12a83a9-77ee-495c-9f11-2d41137a0b1a_1706_1715,#C C changes the paper,f12a83a9-77ee-495c-9f11-2d41137a0b1a
98fdad00-49db-478f-bc77-c7d06992882e_943_952,#C C holds the board,98fdad00-49db-478f-bc77-c7d06992882e
98fdad00-49db-478f-bc77-c7d06992882e_967_976,#C C fixes the board,98fdad00-49db-478f-bc77-c7d06992882e
98fdad00-49db-478f-bc77-c7d06992882e_920_929,#C C holds screw driver,98fdad00-49db-478f-bc77-c7d06992882e
98fdad00-49db-478f-bc77-c7d06992882e_1089_1098,#C C picks ball bearings,98fdad00-49db-478f-bc77-c7d06992882e
98fdad00-49db-478f-bc77-c7d06992882e_1164_1173,#C C picks the magnet,98fdad00-49db-478f-bc77-c7d06992882e
12eeb457-8acc-4ae1-a7d8-2b9814612c8e_166_175,#C C removes a wooden part from the bench,12eeb457-8acc-4ae1-a7d8-2b9814612c8e
12eeb457-8acc-4ae1-a7d8-2b9814612c8e_0_5,#C C picks up the nail gun from the wooden bench,12eeb457-8acc-4ae1-a7d8-2b9814612c8e
12eeb457-8acc-4ae1-a7d8-2b9814612c8e_106_115,#C C removes a wooden part of the bench.,12eeb457-8acc-4ae1-a7d8-2b9814612c8e
9fabfbc8-1d5c-495e-9bb2-03795f0145ae_40_49,#C C picks a container,9fabfbc8-1d5c-495e-9bb2-03795f0145ae
9fabfbc8-1d5c-495e-9bb2-03795f0145ae_56_65,#C C closes a fridge,9fabfbc8-1d5c-495e-9bb2-03795f0145ae
5d12cf77-b15b-4199-9e99-341a12c88d60_0_7,#C C drops the pack of powdered milk on the kitchen sink #unsure,5d12cf77-b15b-4199-9e99-341a12c88d60
5d12cf77-b15b-4199-9e99-341a12c88d60_20_29,#C C closes the pack of coffee,5d12cf77-b15b-4199-9e99-341a12c88d60
1b9c07d3-0656-48ad-bae4-cca25f6664c9_506_515,#C C cleans the kitchen shelf,1b9c07d3-0656-48ad-bae4-cca25f6664c9
1b9c07d3-0656-48ad-bae4-cca25f6664c9_296_305,#C C puts #Unsure on the shelf,1b9c07d3-0656-48ad-bae4-cca25f6664c9
89857b33-fa50-469a-bbb3-91c8ab655931_118_127,#C C picks up the knife on the table with her right hand,89857b33-fa50-469a-bbb3-91c8ab655931
89857b33-fa50-469a-bbb3-91c8ab655931_68_77,#C C moves a ball of dough to the side of the table,89857b33-fa50-469a-bbb3-91c8ab655931
89857b33-fa50-469a-bbb3-91c8ab655931_101_110,#C C picks up the powder container on the table,89857b33-fa50-469a-bbb3-91c8ab655931
89857b33-fa50-469a-bbb3-91c8ab655931_0_5,#C C molds the dough with her hands,89857b33-fa50-469a-bbb3-91c8ab655931
599037f1-5825-4315-a75d-9a50d16959b5_207_216,#c c picks a knife,599037f1-5825-4315-a75d-9a50d16959b5
599037f1-5825-4315-a75d-9a50d16959b5_192_201,#c c puts the knifes down,599037f1-5825-4315-a75d-9a50d16959b5
599037f1-5825-4315-a75d-9a50d16959b5_63_72,#c c picks a knife,599037f1-5825-4315-a75d-9a50d16959b5
599037f1-5825-4315-a75d-9a50d16959b5_105_114,#c c puts the knife down,599037f1-5825-4315-a75d-9a50d16959b5
590a5958-2b90-4d99-b51e-1dbc20776c14_0_7,#C C carries a scale from the countertop.,590a5958-2b90-4d99-b51e-1dbc20776c14
590a5958-2b90-4d99-b51e-1dbc20776c14_19_28,#C C drops the bowl of flour on the countertop. #unsure,590a5958-2b90-4d99-b51e-1dbc20776c14
d2de811c-9255-4c4f-8a54-a2fc65527f59_1001_1010,#C C opens the lid of the blender cup with her left hand,d2de811c-9255-4c4f-8a54-a2fc65527f59
d2de811c-9255-4c4f-8a54-a2fc65527f59_1025_1034,#C C turns off the blender engine with her right hand,d2de811c-9255-4c4f-8a54-a2fc65527f59
d2de811c-9255-4c4f-8a54-a2fc65527f59_934_943,#C C turns off the blender engine with her right hand,d2de811c-9255-4c4f-8a54-a2fc65527f59
d2de811c-9255-4c4f-8a54-a2fc65527f59_1155_1164,#C C turns off the engine of the blender with her right hand,d2de811c-9255-4c4f-8a54-a2fc65527f59
a45dfce3-426f-4a51-956b-7ad5b5fb0528_117_126,#C C closes the hose.,a45dfce3-426f-4a51-956b-7ad5b5fb0528
a45dfce3-426f-4a51-956b-7ad5b5fb0528_277_286,#C C walks on the interlocking with the hose.,a45dfce3-426f-4a51-956b-7ad5b5fb0528
a45dfce3-426f-4a51-956b-7ad5b5fb0528_207_216,#C C walks down the walkway with the hose.,a45dfce3-426f-4a51-956b-7ad5b5fb0528
a45dfce3-426f-4a51-956b-7ad5b5fb0528_248_257,#C C walks through the walkway.,a45dfce3-426f-4a51-956b-7ad5b5fb0528
a45dfce3-426f-4a51-956b-7ad5b5fb0528_44_52,#C C waters the flowers with water from the hose.,a45dfce3-426f-4a51-956b-7ad5b5fb0528
5f41da88-345c-4fda-8ad7-77b532297c3a_187_196,#C C draws a straight line on the colored paper using the carton,5f41da88-345c-4fda-8ad7-77b532297c3a
5f41da88-345c-4fda-8ad7-77b532297c3a_5_14,#C C picks up a pen on the table with her right hand,5f41da88-345c-4fda-8ad7-77b532297c3a
b8592091-2f2c-4c37-a931-3c84e3eff3c7_2757_2766,#C C drops the bundle of rice bran on the floor,b8592091-2f2c-4c37-a931-3c84e3eff3c7
b8592091-2f2c-4c37-a931-3c84e3eff3c7_1138_1147,#C C hits the rice bran on the wood.,b8592091-2f2c-4c37-a931-3c84e3eff3c7
b8592091-2f2c-4c37-a931-3c84e3eff3c7_1236_1245,#C C drops the rice bran on the floor.,b8592091-2f2c-4c37-a931-3c84e3eff3c7
b8592091-2f2c-4c37-a931-3c84e3eff3c7_1063_1072,#C C hits the rice bran on the wood.,b8592091-2f2c-4c37-a931-3c84e3eff3c7
b8592091-2f2c-4c37-a931-3c84e3eff3c7_2816_2825,#C C drops the bundle of rice bran on the floor,b8592091-2f2c-4c37-a931-3c84e3eff3c7
af2400f6-f0b6-4014-b43a-7942a1fe1baf_869_878,#C C drops a card on the floor,af2400f6-f0b6-4014-b43a-7942a1fe1baf
af2400f6-f0b6-4014-b43a-7942a1fe1baf_609_618,#C C puts hands on the table,af2400f6-f0b6-4014-b43a-7942a1fe1baf
af2400f6-f0b6-4014-b43a-7942a1fe1baf_826_835,#C C shuffles the cards,af2400f6-f0b6-4014-b43a-7942a1fe1baf
af2400f6-f0b6-4014-b43a-7942a1fe1baf_631_640,#C C puts hand above the table,af2400f6-f0b6-4014-b43a-7942a1fe1baf
40a83cc4-0e1e-4de4-8a7b-d028ecd0c214_1353_1362,#C C goes down the ladder,40a83cc4-0e1e-4de4-8a7b-d028ecd0c214
40a83cc4-0e1e-4de4-8a7b-d028ecd0c214_1275_1283,#C C goes up the ladder,40a83cc4-0e1e-4de4-8a7b-d028ecd0c214
40a83cc4-0e1e-4de4-8a7b-d028ecd0c214_1237_1246,#C C goes down the ladder,40a83cc4-0e1e-4de4-8a7b-d028ecd0c214
282c73cf-c710-442d-98fb-3f5a6f4265c2_503_512,#C C looks around the house.,282c73cf-c710-442d-98fb-3f5a6f4265c2
282c73cf-c710-442d-98fb-3f5a6f4265c2_542_551,#C C looks around the road.,282c73cf-c710-442d-98fb-3f5a6f4265c2
82a3744e-cedb-4a4f-8e47-bc5c1a2b3ac0_298_307,#C C fills the steam iron with the water in the cup.,82a3744e-cedb-4a4f-8e47-bc5c1a2b3ac0
82a3744e-cedb-4a4f-8e47-bc5c1a2b3ac0_321_330,#C C shakes the steam iron above the sink.,82a3744e-cedb-4a4f-8e47-bc5c1a2b3ac0
82a3744e-cedb-4a4f-8e47-bc5c1a2b3ac0_168_177,#C C picks the leg massager with his left hand.,82a3744e-cedb-4a4f-8e47-bc5c1a2b3ac0
82a3744e-cedb-4a4f-8e47-bc5c1a2b3ac0_126_135,#C C adjusts the leg massager with his right hand.,82a3744e-cedb-4a4f-8e47-bc5c1a2b3ac0
dc708402-b918-4bef-b2ea-88bf22a7fb1f_0_7,#C C and a man D plays with the ball.,dc708402-b918-4bef-b2ea-88bf22a7fb1f
dc708402-b918-4bef-b2ea-88bf22a7fb1f_373_381,#C C kicks the ball.,dc708402-b918-4bef-b2ea-88bf22a7fb1f
92f8142a-25aa-444a-ae37-43fae4f95f18_668_677,#C C dips the paint brush in her right hand in the can of paint on the floor.,92f8142a-25aa-444a-ae37-43fae4f95f18
92f8142a-25aa-444a-ae37-43fae4f95f18_824_833,#C C paints a handrail with the paint brush in her right hand.,92f8142a-25aa-444a-ae37-43fae4f95f18
92f8142a-25aa-444a-ae37-43fae4f95f18_122_131,#C C dips the paint brush in her right hand in the can of paint on the floor.,92f8142a-25aa-444a-ae37-43fae4f95f18
92f8142a-25aa-444a-ae37-43fae4f95f18_786_795,#C C paints railings with the paint brush in her right hand.,92f8142a-25aa-444a-ae37-43fae4f95f18
92f8142a-25aa-444a-ae37-43fae4f95f18_848_857,#C C dips the paintbrush in the paint pot with her right hand.,92f8142a-25aa-444a-ae37-43fae4f95f18
92f8142a-25aa-444a-ae37-43fae4f95f18_629_638,#C C dips the paint brush in her right hand in the can of paint on the floor.,92f8142a-25aa-444a-ae37-43fae4f95f18
92f8142a-25aa-444a-ae37-43fae4f95f18_889_896,#C C drops the paint brush on the wrapper with her right hand.,92f8142a-25aa-444a-ae37-43fae4f95f18
92f8142a-25aa-444a-ae37-43fae4f95f18_137_146,#C C paints the railings with the paint brush in her right hand.,92f8142a-25aa-444a-ae37-43fae4f95f18
92f8142a-25aa-444a-ae37-43fae4f95f18_13_22,#C C drops the paint brush in her left hand on the polythene sheet on the floor.,92f8142a-25aa-444a-ae37-43fae4f95f18
a0705b91-51b7-489d-8b7d-09282f85db6e_3183_3192,#C C turns off the lawn mower,a0705b91-51b7-489d-8b7d-09282f85db6e
a0705b91-51b7-489d-8b7d-09282f85db6e_3017_3026,#C C removes more dry grasses from the lawn mower,a0705b91-51b7-489d-8b7d-09282f85db6e
a0705b91-51b7-489d-8b7d-09282f85db6e_3165_3174,#C C turns right with the lawn mower,a0705b91-51b7-489d-8b7d-09282f85db6e
a0705b91-51b7-489d-8b7d-09282f85db6e_3129_3138,#C C turns right with the lawn mower,a0705b91-51b7-489d-8b7d-09282f85db6e
a0705b91-51b7-489d-8b7d-09282f85db6e_3001_3010,#C C removes more dry grasses from the lawn mower,a0705b91-51b7-489d-8b7d-09282f85db6e
a0705b91-51b7-489d-8b7d-09282f85db6e_3107_3116,#C C moves forward with the lawn mower,a0705b91-51b7-489d-8b7d-09282f85db6e
d1f59fb1-5f81-4bd4-b3f1-81d69ab71ef6_827_836,#C C drops the scissors on the floor.,d1f59fb1-5f81-4bd4-b3f1-81d69ab71ef6
d1f59fb1-5f81-4bd4-b3f1-81d69ab71ef6_896_905,#C C picks a pliers from the floor.,d1f59fb1-5f81-4bd4-b3f1-81d69ab71ef6
e4ad6fd7-2e3e-4991-b392-a0056f702286_2402_2411,#C C carries a basket.,e4ad6fd7-2e3e-4991-b392-a0056f702286
e4ad6fd7-2e3e-4991-b392-a0056f702286_2528_2537,#C C lifts up the basket chicken coop from the ground,e4ad6fd7-2e3e-4991-b392-a0056f702286
d1229e3c-e380-42a1-bdea-e7e243493a97_5440_5449,#C C places the bottle of glue onto the table.,d1229e3c-e380-42a1-bdea-e7e243493a97
d1229e3c-e380-42a1-bdea-e7e243493a97_5395_5404,#C C picks the bottle of glue from the table with her right hand.,d1229e3c-e380-42a1-bdea-e7e243493a97
d1229e3c-e380-42a1-bdea-e7e243493a97_5540_5549,#C C picks the bottle of glue from the table with her right hand.,d1229e3c-e380-42a1-bdea-e7e243493a97
d1229e3c-e380-42a1-bdea-e7e243493a97_5373_5382,#C C picks a bottle of glue from the table with her right hand.,d1229e3c-e380-42a1-bdea-e7e243493a97
26f1c77e-814e-4609-ad67-12447d1627e1_342_351,#C C Washes the spoon,26f1c77e-814e-4609-ad67-12447d1627e1
26f1c77e-814e-4609-ad67-12447d1627e1_528_537,#C C Picks a spoon,26f1c77e-814e-4609-ad67-12447d1627e1
26f1c77e-814e-4609-ad67-12447d1627e1_587_596,#C C Picks a cooking stick,26f1c77e-814e-4609-ad67-12447d1627e1
26f1c77e-814e-4609-ad67-12447d1627e1_398_407,#C C Places down the cooking stick,26f1c77e-814e-4609-ad67-12447d1627e1
26f1c77e-814e-4609-ad67-12447d1627e1_514_523,#C C Pours the beans in the cooking pot,26f1c77e-814e-4609-ad67-12447d1627e1
26f1c77e-814e-4609-ad67-12447d1627e1_496_505,#C C Removes a cooking pot,26f1c77e-814e-4609-ad67-12447d1627e1
26f1c77e-814e-4609-ad67-12447d1627e1_433_442,#C C Picks a can of beans,26f1c77e-814e-4609-ad67-12447d1627e1
26f1c77e-814e-4609-ad67-12447d1627e1_559_568,#C C Places the can down,26f1c77e-814e-4609-ad67-12447d1627e1
c4f06549-15b5-49b8-b2d7-bf2a1c26edaa_99_108,#C C drops the paint brush on a polythene bag,c4f06549-15b5-49b8-b2d7-bf2a1c26edaa
c4f06549-15b5-49b8-b2d7-bf2a1c26edaa_284_293,#C C paints a wooden stair rail with the paint brush,c4f06549-15b5-49b8-b2d7-bf2a1c26edaa
c4f06549-15b5-49b8-b2d7-bf2a1c26edaa_249_258,#C C paints the wooden stair rail with the paint brush,c4f06549-15b5-49b8-b2d7-bf2a1c26edaa
c4f06549-15b5-49b8-b2d7-bf2a1c26edaa_74_83,#C C dips the paint brush in the paint can,c4f06549-15b5-49b8-b2d7-bf2a1c26edaa
c4f06549-15b5-49b8-b2d7-bf2a1c26edaa_159_168,#C C paints the wooden stair rail with the paint brush,c4f06549-15b5-49b8-b2d7-bf2a1c26edaa
c4f06549-15b5-49b8-b2d7-bf2a1c26edaa_189_198,#C C dips the paint brush in the paint can,c4f06549-15b5-49b8-b2d7-bf2a1c26edaa
c4f06549-15b5-49b8-b2d7-bf2a1c26edaa_50_59,#C C paints the wooden stair rail with the paint brush,c4f06549-15b5-49b8-b2d7-bf2a1c26edaa
c4f06549-15b5-49b8-b2d7-bf2a1c26edaa_199_208,#C C paints the wooden stair rail with the paint brush,c4f06549-15b5-49b8-b2d7-bf2a1c26edaa
c4f06549-15b5-49b8-b2d7-bf2a1c26edaa_9_18,#C C paints a wooden stair rail with the paint brush,c4f06549-15b5-49b8-b2d7-bf2a1c26edaa
c4f06549-15b5-49b8-b2d7-bf2a1c26edaa_32_41,#C C dips the paint brush in the paint can,c4f06549-15b5-49b8-b2d7-bf2a1c26edaa
c4f06549-15b5-49b8-b2d7-bf2a1c26edaa_84_93,#C C paints the wooden stair rail with the paint brush,c4f06549-15b5-49b8-b2d7-bf2a1c26edaa
0b245a61-32d6-4b14-897c-724adad5b231_535_544,#C C places the wood on the circular saw,0b245a61-32d6-4b14-897c-724adad5b231
0b245a61-32d6-4b14-897c-724adad5b231_390_399,#O O picks the wood,0b245a61-32d6-4b14-897c-724adad5b231
0b245a61-32d6-4b14-897c-724adad5b231_324_333,#C C picks a piece of wood,0b245a61-32d6-4b14-897c-724adad5b231
0b245a61-32d6-4b14-897c-724adad5b231_352_361,#C C places the wood on the circular saw,0b245a61-32d6-4b14-897c-724adad5b231
0b245a61-32d6-4b14-897c-724adad5b231_297_306,#C C measures the wood,0b245a61-32d6-4b14-897c-724adad5b231
0b245a61-32d6-4b14-897c-724adad5b231_568_577,#C C picks the wood,0b245a61-32d6-4b14-897c-724adad5b231
0b245a61-32d6-4b14-897c-724adad5b231_445_454,#C C places the wood on the circular saw,0b245a61-32d6-4b14-897c-724adad5b231
fa832aed-1016-467a-93ef-bacf176178f1_897_906,#C C holds the cards in the hands,fa832aed-1016-467a-93ef-bacf176178f1
fa832aed-1016-467a-93ef-bacf176178f1_1129_1138,# C C hits card on table,fa832aed-1016-467a-93ef-bacf176178f1
fa832aed-1016-467a-93ef-bacf176178f1_962_971,#C C picks a card on the table,fa832aed-1016-467a-93ef-bacf176178f1
fa8a5802-fc36-488d-b646-9831f6afeea5_72_81,#C C picks a metal ring from the car lift with her right hand.,fa8a5802-fc36-488d-b646-9831f6afeea5
fa8a5802-fc36-488d-b646-9831f6afeea5_185_194,#C C picks the flash light with his right hand.,fa8a5802-fc36-488d-b646-9831f6afeea5
fa8a5802-fc36-488d-b646-9831f6afeea5_276_285,#C C picks another metal ring from the car lift with his left hand.,fa8a5802-fc36-488d-b646-9831f6afeea5
1652a22c-c350-4c2c-9e4c-71e055d1a268_151_160,#C C drops the napkin on the slab with her left hand,1652a22c-c350-4c2c-9e4c-71e055d1a268
1652a22c-c350-4c2c-9e4c-71e055d1a268_288_297,#C C takes the plate off the slab,1652a22c-c350-4c2c-9e4c-71e055d1a268
5ab1bb65-011f-4fcf-aa7b-78dc2ae8a495_41_50,#C C removes the t-shaped spanner from the mower handle,5ab1bb65-011f-4fcf-aa7b-78dc2ae8a495
5ab1bb65-011f-4fcf-aa7b-78dc2ae8a495_15_24,#C C picks up a spanner from the drawer,5ab1bb65-011f-4fcf-aa7b-78dc2ae8a495
5ab1bb65-011f-4fcf-aa7b-78dc2ae8a495_28_37,#C C removes the t-shaped spanner from the mower handle,5ab1bb65-011f-4fcf-aa7b-78dc2ae8a495
5ab1bb65-011f-4fcf-aa7b-78dc2ae8a495_2_11,#C C picks up a t-shaped spanner,5ab1bb65-011f-4fcf-aa7b-78dc2ae8a495
9e658f31-c08a-4b6d-a783-8bb225549262_350_359,#C C walks on the grass,9e658f31-c08a-4b6d-a783-8bb225549262
9e658f31-c08a-4b6d-a783-8bb225549262_328_337,#C C walks on the pavement,9e658f31-c08a-4b6d-a783-8bb225549262
0b8bba27-40f4-4c13-8513-17666c1361d1_374_383,#C C picks the spanner wrench on the lift.,0b8bba27-40f4-4c13-8513-17666c1361d1
0b8bba27-40f4-4c13-8513-17666c1361d1_393_402,#C C drops the hammer on the lift.,0b8bba27-40f4-4c13-8513-17666c1361d1
0b8bba27-40f4-4c13-8513-17666c1361d1_325_334,#C C drops the hammer on the lift.,0b8bba27-40f4-4c13-8513-17666c1361d1
0b8bba27-40f4-4c13-8513-17666c1361d1_297_306,#C C drops the spanner wrench on the lift.,0b8bba27-40f4-4c13-8513-17666c1361d1
0377792b-7b1e-4d67-86fd-f50c9257ea85_93_102,#C C picks the wire cutter on the shelve with his right hand.,0377792b-7b1e-4d67-86fd-f50c9257ea85
0377792b-7b1e-4d67-86fd-f50c9257ea85_739_748,#C C picks the crimping tool from the floor with his right hand.,0377792b-7b1e-4d67-86fd-f50c9257ea85
0377792b-7b1e-4d67-86fd-f50c9257ea85_766_775,#C C picks a network cable tester from the shelve with his left hand.,0377792b-7b1e-4d67-86fd-f50c9257ea85
0377792b-7b1e-4d67-86fd-f50c9257ea85_641_650,#C C picks the wire cutter from the floor with his right hand.,0377792b-7b1e-4d67-86fd-f50c9257ea85
d4c28488-a494-405d-bc8d-27a074aa9c5c_812_821,#C C holds the wood,d4c28488-a494-405d-bc8d-27a074aa9c5c
d4c28488-a494-405d-bc8d-27a074aa9c5c_713_722,#C C holds the wood with the right hand,d4c28488-a494-405d-bc8d-27a074aa9c5c
d4c28488-a494-405d-bc8d-27a074aa9c5c_899_908,#C C cuts the wood,d4c28488-a494-405d-bc8d-27a074aa9c5c
d4c28488-a494-405d-bc8d-27a074aa9c5c_923_932,#C C looks at the wood,d4c28488-a494-405d-bc8d-27a074aa9c5c
d4c28488-a494-405d-bc8d-27a074aa9c5c_671_680,#C C holds the wood with the right hand,d4c28488-a494-405d-bc8d-27a074aa9c5c
d4c28488-a494-405d-bc8d-27a074aa9c5c_887_896,#C C holds the wood,d4c28488-a494-405d-bc8d-27a074aa9c5c
f202143d-1055-497a-9eb5-bedd7c4ae361_2433_2442,#C C puts the phone in the pocket,f202143d-1055-497a-9eb5-bedd7c4ae361
f202143d-1055-497a-9eb5-bedd7c4ae361_2419_2428,#C C types on the phone,f202143d-1055-497a-9eb5-bedd7c4ae361
a0d1444a-7f22-4575-adfe-d7a27436c545_36_45,#C C crosses over the jack lift,a0d1444a-7f22-4575-adfe-d7a27436c545
a0d1444a-7f22-4575-adfe-d7a27436c545_0_4,#C C walks towards a jack lift,a0d1444a-7f22-4575-adfe-d7a27436c545
4b5de875-cc82-494e-b768-8ac0ae3bb279_1400_1409,#C C places tripod stand on the table,4b5de875-cc82-494e-b768-8ac0ae3bb279
4b5de875-cc82-494e-b768-8ac0ae3bb279_1196_1205,#C C places tape on the table,4b5de875-cc82-494e-b768-8ac0ae3bb279
4b5de875-cc82-494e-b768-8ac0ae3bb279_1277_1286,#C C turns off the light,4b5de875-cc82-494e-b768-8ac0ae3bb279
4b5de875-cc82-494e-b768-8ac0ae3bb279_1428_1437,#C C turns off the light,4b5de875-cc82-494e-b768-8ac0ae3bb279
4b5de875-cc82-494e-b768-8ac0ae3bb279_1300_1309,#C C turns the light on,4b5de875-cc82-494e-b768-8ac0ae3bb279
60e63a2b-cbf9-420a-b17a-c50848b7f096_860_869,#C C stands on the roadside,60e63a2b-cbf9-420a-b17a-c50848b7f096
60e63a2b-cbf9-420a-b17a-c50848b7f096_0_4,#C C walks a dog down the stairs,60e63a2b-cbf9-420a-b17a-c50848b7f096
de8ea8a7-6bdb-4679-9b17-9dc6a79e45e7_416_425,#C C exercises.,de8ea8a7-6bdb-4679-9b17-9dc6a79e45e7
de8ea8a7-6bdb-4679-9b17-9dc6a79e45e7_1190_1199,#C C touches his ankles.,de8ea8a7-6bdb-4679-9b17-9dc6a79e45e7
de8ea8a7-6bdb-4679-9b17-9dc6a79e45e7_384_393,#C C touches a phone on the floor with his right hand.,de8ea8a7-6bdb-4679-9b17-9dc6a79e45e7
de8ea8a7-6bdb-4679-9b17-9dc6a79e45e7_732_741,#C C takes a rest on the exercise mat.,de8ea8a7-6bdb-4679-9b17-9dc6a79e45e7
10019839-9ded-439f-a573-5ccacd7d829d_95_104,#C C picks serviette roll from the floor,10019839-9ded-439f-a573-5ccacd7d829d
10019839-9ded-439f-a573-5ccacd7d829d_278_287,#C C picks lampshade from the floor,10019839-9ded-439f-a573-5ccacd7d829d
10019839-9ded-439f-a573-5ccacd7d829d_255_264,#C C picks serviette roll from the floor,10019839-9ded-439f-a573-5ccacd7d829d
10019839-9ded-439f-a573-5ccacd7d829d_140_149,#C C collects serviette papers on the floor,10019839-9ded-439f-a573-5ccacd7d829d
ece0aedb-c857-4cbc-aa62-bf3c0ad69b9b_0_6,#C C picks up the hose with his left hand.,ece0aedb-c857-4cbc-aa62-bf3c0ad69b9b
ece0aedb-c857-4cbc-aa62-bf3c0ad69b9b_161_170,#C C ties the hose with the wire.,ece0aedb-c857-4cbc-aa62-bf3c0ad69b9b
ece0aedb-c857-4cbc-aa62-bf3c0ad69b9b_10_19,#C C drops the hose from his right hand.,ece0aedb-c857-4cbc-aa62-bf3c0ad69b9b
07884569-3860-4a20-8c85-278eefbd678e_927_936,#C C picks the cards,07884569-3860-4a20-8c85-278eefbd678e
07884569-3860-4a20-8c85-278eefbd678e_954_963,#C C shuffles the cards,07884569-3860-4a20-8c85-278eefbd678e
07884569-3860-4a20-8c85-278eefbd678e_974_983,#C C divides the cards,07884569-3860-4a20-8c85-278eefbd678e
07884569-3860-4a20-8c85-278eefbd678e_1101_1110,#C C mixes the cards,07884569-3860-4a20-8c85-278eefbd678e
aaa740da-6986-45aa-8445-0280ee36cded_296_305,#C C picks a trash bag on the floor with his left hand.,aaa740da-6986-45aa-8445-0280ee36cded
aaa740da-6986-45aa-8445-0280ee36cded_243_252,#C C picks a carton on the washing machine with his right hand,aaa740da-6986-45aa-8445-0280ee36cded
aaa740da-6986-45aa-8445-0280ee36cded_88_97,#C C drops the shopping bag on the floor with his right hand,aaa740da-6986-45aa-8445-0280ee36cded
aaa740da-6986-45aa-8445-0280ee36cded_125_134,#C C picks up a shopping bag from a shelf with his left hand,aaa740da-6986-45aa-8445-0280ee36cded
c6a42d6b-5fb0-4829-92e0-40ed1bef6f8a_22_31,#C C picks the rag with his right hand.,c6a42d6b-5fb0-4829-92e0-40ed1bef6f8a
c6a42d6b-5fb0-4829-92e0-40ed1bef6f8a_141_150,#C C picks another oil filter from the lawn mower with his left hand.,c6a42d6b-5fb0-4829-92e0-40ed1bef6f8a
c6a42d6b-5fb0-4829-92e0-40ed1bef6f8a_86_95,#C C places the bottle of oil on the lawn mower.,c6a42d6b-5fb0-4829-92e0-40ed1bef6f8a
c6a42d6b-5fb0-4829-92e0-40ed1bef6f8a_0_6,#C C picks an oil filter from a lawn mower with his right hand.,c6a42d6b-5fb0-4829-92e0-40ed1bef6f8a
c6a42d6b-5fb0-4829-92e0-40ed1bef6f8a_118_127,#C C shakes the bottle with his right hand.,c6a42d6b-5fb0-4829-92e0-40ed1bef6f8a
5561b2db-34ca-4ec5-b21e-4cc3330a2a9d_1340_1349,#C C scrubs the wall with the right hand,5561b2db-34ca-4ec5-b21e-4cc3330a2a9d
5561b2db-34ca-4ec5-b21e-4cc3330a2a9d_1412_1421,#C C throws the wall scrubber,5561b2db-34ca-4ec5-b21e-4cc3330a2a9d
5561b2db-34ca-4ec5-b21e-4cc3330a2a9d_1307_1316,#C C scrubs the wall with the left hand,5561b2db-34ca-4ec5-b21e-4cc3330a2a9d
5561b2db-34ca-4ec5-b21e-4cc3330a2a9d_1332_1341,#C C scrubs the wall with the left hand,5561b2db-34ca-4ec5-b21e-4cc3330a2a9d
